Data;Hora;Estratégia;Ativo;Lote;Direção;Resultado Bruto;Custos;Resultado Liquido
03/02/2020;13:36:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
03/02/2020;15:29:16;alaska-&-square;WIN;4;Venda;80,00;0;80,00
04/02/2020;10:10:03;alaska-&-square;WIN;4;Venda;80,00;0;80,00
04/02/2020;14:20:21;alaska-&-square;WIN;4;Venda;80,00;0;80,00
05/02/2020;12:08:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
05/02/2020;16:06:13;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/02/2020;10:14:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/02/2020;12:06:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/02/2020;15:10:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/02/2020;11:17:10;alaska-&-square;WIN;16;Venda;264,00;0;264,00
07/02/2020;14:49:21;alaska-&-square;WIN;4;Venda;80,00;0;80,00
10/02/2020;11:02:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
10/02/2020;13:18:13;alaska-&-square;WIN;16;Venda;264,00;0;264,00
11/02/2020;16:06:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
12/02/2020;11:09:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
13/02/2020;11:21:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
13/02/2020;14:27:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
13/02/2020;16:28:02;alaska-&-square;WIN;16;Venda;-664,00;0;-664,00
14/02/2020;16:16:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/02/2020;10:17:11;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/02/2020;13:04:14;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
18/02/2020;10:09:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/02/2020;12:08:20;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/02/2020;15:38:14;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
19/02/2020;14:23:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/02/2020;10:13:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/02/2020;12:08:21;alaska-&-square;WIN;4;Venda;80,00;0;80,00
21/02/2020;15:12:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
27/02/2020;11:00:10;alaska-&-square;WIN;16;Venda;264,00;0;264,00
27/02/2020;15:01:14;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
28/02/2020;13:01:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
28/02/2020;14:01:09;alaska-&-square;WIN;4;Venda;80,00;0;80,00
28/02/2020;15:02:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/03/2023;11:06:04;alaska-&-square;WIN;16;Venda;264,00;0;264,00
25/03/2019;11:12:40;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
07/03/2022;11:15:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
19/03/2018;11:54:40;alaska-&-square;WIN;4;Venda;80,00;0;80,00
03/03/2020;13:02:21;alaska-&-square;WIN;4;Venda;80,00;0;80,00
04/03/2020;16:01:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
05/03/2020;10:22:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
05/03/2020;11:02:16;alaska-&-square;WIN;4;Venda;80,00;0;80,00
05/03/2020;14:06:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
05/03/2020;16:02:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/03/2020;13:03:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
12/03/2018;11:55:40;alaska-&-square;WIN;4;Venda;80,00;0;80,00
13/03/2023;11:57:05;alaska-&-square;WIN;16;Venda;264,00;0;264,00
09/03/2020;12:00:20;alaska-&-square;WIN;16;Venda;264,00;0;264,00
10/03/2020;11:00:10;alaska-&-square;WIN;16;Venda;264,00;0;264,00
10/03/2020;14:02:21;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
10/03/2020;15:01:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
11/03/2020;11:00:03;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
13/03/2020;10:40:28;alaska-&-square;WIN;4;Venda;80,00;0;80,00
13/03/2020;13:01:21;alaska-&-square;WIN;4;Venda;80,00;0;80,00
13/03/2020;14:00:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
13/03/2020;15:00:16;alaska-&-square;WIN;4;Venda;80,00;0;80,00
16/03/2020;12:00:21;alaska-&-square;WIN;16;Venda;264,00;0;264,00
17/03/2020;12:01:21;alaska-&-square;WIN;16;Venda;264,00;0;264,00
17/03/2020;16:00:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/03/2020;11:00:14;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
19/03/2020;13:02:16;alaska-&-square;WIN;4;Venda;80,00;0;80,00
19/03/2020;15:00:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
19/03/2020;16:00:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/03/2020;12:01:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/03/2020;15:01:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
23/03/2020;10:00:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
23/03/2020;14:00:14;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
24/03/2020;10:01:16;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/03/2020;11:00:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/03/2020;16:01:02;alaska-&-square;WIN;4;Venda;80,00;0;80,00
25/03/2020;10:03:13;alaska-&-square;WIN;16;Venda;264,00;0;264,00
25/03/2020;11:02:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
25/03/2020;15:01:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
26/03/2020;10:00:09;alaska-&-square;WIN;4;Venda;80,00;0;80,00
26/03/2020;11:01:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
26/03/2020;13:03:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
26/03/2020;16:00:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
27/03/2020;15:00:10;alaska-&-square;WIN;16;Venda;264,00;0;264,00
27/03/2020;16:00:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
14/03/2022;12:02:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
11/03/2024;12:02:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/03/2025;12:03;alaska-&-square;WIN;16;Venda;264,00;0;264,00
31/03/2020;12:01:10;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
31/03/2020;13:04:10;alaska-&-square;WIN;16;Venda;264,00;0;264,00
31/03/2020;16:04:13;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/04/2020;11:02:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
02/04/2020;12:01:12;alaska-&-square;WIN;16;Venda;264,00;0;264,00
02/04/2020;14:05:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
02/04/2020;16:05:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
03/04/2020;16:02:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/04/2020;11:07:21;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
06/04/2020;14:10:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
09/04/2024;11:45:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
08/04/2020;12:01:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
08/04/2020;13:10:14;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
09/04/2020;11:01:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
09/04/2020;14:04:20;alaska-&-square;WIN;4;Venda;80,00;0;80,00
13/04/2020;12:03:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
13/04/2020;15:13:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
19/04/2022;11:54:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/04/2023;12:05:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/04/2023;12:12:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
14/04/2020;12:12:10;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
15/04/2020;10:10:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
15/04/2020;11:02:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
16/04/2020;13:07:21;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/04/2020;14:05:06;alaska-&-square;WIN;16;Venda;264,00;0;264,00
20/04/2020;12:15:02;alaska-&-square;WIN;16;Venda;264,00;0;264,00
20/04/2020;14:24:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/04/2020;10:01:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/04/2020;12:20:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/04/2020;15:07:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
23/04/2020;10:01:21;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
23/04/2020;12:23:12;alaska-&-square;WIN;16;Venda;264,00;0;264,00
23/04/2020;16:05:20;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/04/2020;15:00:12;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/04/2020;16:04:13;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
27/04/2020;13:28:02;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
27/04/2020;14:04:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
27/04/2020;16:06:19;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/04/2021;12:19:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/04/2021;12:20:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
29/04/2020;10:10:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
29/04/2020;11:03:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
29/04/2020;16:15:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
30/04/2020;11:04:59;alaska-&-square;WIN;4;Venda;80,00;0;80,00
30/04/2020;14:30:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
15/05/2020;15:36:05;alaska-&-square;WIN;16;Venda;264,00;0;264,00
18/05/2020;11:11:02;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/05/2020;12:38:12;alaska-&-square;WIN;16;Venda;264,00;0;264,00
18/05/2020;15:39:08;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
19/05/2020;10:03:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
19/05/2020;12:06:09;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
19/05/2020;13:33:43;alaska-&-square;WIN;16;Venda;264,00;0;264,00
20/05/2020;10:03:10;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
20/05/2020;12:10:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
20/05/2020;15:09:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/05/2020;16:08:13;alaska-&-square;WIN;16;Venda;264,00;0;264,00
21/05/2020;12:00:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/05/2020;14:31:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
25/05/2020;13:25:13;alaska-&-square;WIN;4;Venda;80,00;0;80,00
26/05/2020;10:30:06;alaska-&-square;WIN;16;Venda;264,00;0;264,00
26/05/2020;12:10:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
26/05/2020;14:19:08;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
26/05/2020;16:27:21;alaska-&-square;WIN;16;Venda;264,00;0;264,00
28/05/2020;13:03:13;alaska-&-square;WIN;4;Venda;80,00;0;80,00
29/05/2020;10:08:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
29/05/2020;16:14:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/06/2020;16:48:08;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
02/06/2020;12:14:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
03/06/2020;13:47:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
04/06/2020;12:13:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
04/06/2020;15:31:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
05/06/2020;10:57:04;alaska-&-square;WIN;4;Venda;80,00;0;80,00
05/06/2020;12:09:21;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
08/06/2020;11:01:13;alaska-&-square;WIN;16;Venda;264,00;0;264,00
09/06/2020;11:02:04;alaska-&-square;WIN;4;Venda;80,00;0;80,00
09/06/2020;12:39:16;alaska-&-square;WIN;4;Venda;80,00;0;80,00
09/06/2020;15:26:16;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
10/06/2020;10:09:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
10/06/2020;13:06:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
12/06/2020;11:14:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
12/06/2020;13:10:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
12/06/2020;14:02:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
15/06/2020;11:01:01;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
15/06/2020;16:36:08;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
16/06/2020;10:05:02;alaska-&-square;WIN;16;Venda;264,00;0;264,00
16/06/2020;13:02:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
16/06/2020;14:09:21;alaska-&-square;WIN;4;Venda;80,00;0;80,00
16/06/2020;16:04:20;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/06/2020;11:10:10;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
17/06/2020;12:10:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/06/2020;15:03:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/06/2020;12:03:13;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/06/2020;15:06:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
19/06/2020;10:00:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
19/06/2020;13:10:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
19/06/2020;16:10:10;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
22/06/2020;14:26:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
23/06/2020;12:33:21;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/06/2020;10:24:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
24/06/2020;14:14:21;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/06/2020;15:02:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
25/06/2020;10:50:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
25/06/2020;12:30:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
25/06/2020;15:24:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
26/06/2020;11:01:10;alaska-&-square;WIN;16;Venda;264,00;0;264,00
29/06/2020;10:38:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
29/06/2020;12:12:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
29/06/2020;15:50:10;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
30/06/2020;12:27:01;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/07/2020;11:46:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/07/2020;12:07:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/07/2020;13:35:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
02/07/2020;10:06:21;alaska-&-square;WIN;16;Venda;264,00;0;264,00
02/07/2020;11:00:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
02/07/2020;15:07:11;alaska-&-square;WIN;4;Venda;80,00;0;80,00
03/07/2020;11:37:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
06/07/2020;11:06:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
06/07/2020;12:15:21;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/07/2020;15:02:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/07/2020;11:28:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/07/2020;14:06:08;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
07/07/2020;15:06:08;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
07/07/2020;16:04:16;alaska-&-square;WIN;16;Venda;264,00;0;264,00
08/07/2020;11:28:09;alaska-&-square;WIN;16;Venda;264,00;0;264,00
08/07/2020;14:24:21;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
09/07/2020;10:01:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
09/07/2020;14:51:14;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
09/07/2020;16:31:10;alaska-&-square;WIN;16;Venda;264,00;0;264,00
10/07/2020;10:35:00;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
10/07/2020;11:00:08;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
13/07/2020;12:28:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
14/07/2020;11:02:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
14/07/2020;16:16:01;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
15/07/2020;10:00:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
15/07/2020;12:04:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
16/07/2020;10:22:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/07/2020;11:20:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/07/2020;14:18:21;alaska-&-square;WIN;16;Venda;264,00;0;264,00
20/07/2020;10:11:04;alaska-&-square;WIN;16;Venda;264,00;0;264,00
21/07/2020;10:12:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
21/07/2020;16:10:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/07/2020;10:23:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/07/2020;11:15:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/07/2020;16:13:05;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
23/07/2020;11:08:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
23/07/2020;13:05:02;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/07/2020;10:10:03;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/07/2020;12:04:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/07/2020;15:30:12;alaska-&-square;WIN;4;Venda;80,00;0;80,00
27/07/2020;12:12:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
27/07/2020;14:16:01;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
28/07/2020;10:06:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
28/07/2020;11:13:04;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
28/07/2020;12:04:23;alaska-&-square;WIN;4;Venda;80,00;0;80,00
28/07/2020;14:02:21;alaska-&-square;WIN;16;Venda;264,00;0;264,00
28/07/2020;16:29:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
29/07/2020;13:16:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
30/07/2020;14:31:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
31/07/2020;10:03:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
31/07/2020;16:02:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
03/08/2020;12:09:13;alaska-&-square;WIN;4;Venda;80,00;0;80,00
03/08/2020;14:07:20;alaska-&-square;WIN;16;Venda;264,00;0;264,00
04/08/2020;11:07:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
04/08/2020;14:01:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
04/08/2020;16:02:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
05/08/2020;11:41:06;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
05/08/2020;12:12:01;alaska-&-square;WIN;4;Venda;80,00;0;80,00
05/08/2020;14:09:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
05/08/2020;16:50:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
06/08/2020;10:43:04;alaska-&-square;WIN;16;Venda;264,00;0;264,00
06/08/2020;13:47:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
06/08/2020;16:02:20;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/08/2020;11:06:14;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
07/08/2020;14:15:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
07/08/2020;15:02:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
10/08/2020;16:09:21;alaska-&-square;WIN;4;Venda;80,00;0;80,00
11/08/2020;14:09:21;alaska-&-square;WIN;4;Venda;80,00;0;80,00
12/08/2020;10:54:09;alaska-&-square;WIN;4;Venda;80,00;0;80,00
12/08/2020;12:08:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
12/08/2020;14:26:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
13/08/2020;10:13:05;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
13/08/2020;11:08:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
14/08/2020;10:15:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
14/08/2020;11:01:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/08/2020;10:04:04;alaska-&-square;WIN;16;Venda;264,00;0;264,00
17/08/2020;11:03:02;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/08/2020;11:05:59;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/08/2020;13:45:10;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
18/08/2020;15:04:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
19/08/2020;10:02:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
19/08/2020;12:14:00;alaska-&-square;WIN;16;Venda;264,00;0;264,00
19/08/2020;15:05:14;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/08/2020;10:00:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
20/08/2020;14:29:04;alaska-&-square;WIN;4;Venda;80,00;0;80,00
21/08/2020;10:07:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
21/08/2020;11:02:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
21/08/2020;12:05:59;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/08/2020;15:13:14;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
25/08/2020;10:11:20;alaska-&-square;WIN;4;Venda;80,00;0;80,00
26/08/2020;11:10:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
26/08/2020;16:19:23;alaska-&-square;WIN;4;Venda;80,00;0;80,00
27/08/2020;10:10:01;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
27/08/2020;11:09:05;alaska-&-square;WIN;16;Venda;264,00;0;264,00
27/08/2020;15:34:21;alaska-&-square;WIN;16;Venda;264,00;0;264,00
28/08/2020;11:08:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
28/08/2020;13:53:43;alaska-&-square;WIN;4;Venda;80,00;0;80,00
31/08/2020;13:24:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
31/08/2020;15:26:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
01/09/2020;10:01:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/09/2020;12:14:01;alaska-&-square;WIN;16;Venda;264,00;0;264,00
01/09/2020;14:15:10;alaska-&-square;WIN;16;Venda;264,00;0;264,00
01/09/2020;16:16:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
02/09/2020;10:01:00;alaska-&-square;WIN;4;Venda;80,00;0;80,00
02/09/2020;13:07:07;alaska-&-square;WIN;16;Venda;264,00;0;264,00
03/09/2020;10:01:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
03/09/2020;11:05:10;alaska-&-square;WIN;16;Venda;264,00;0;264,00
04/09/2020;10:28:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
04/09/2020;13:07:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
04/09/2020;14:03:20;alaska-&-square;WIN;16;Venda;264,00;0;264,00
04/09/2020;16:01:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
08/09/2020;10:02:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
08/09/2020;15:14:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
09/09/2020;11:07:07;alaska-&-square;WIN;4;Venda;80,00;0;80,00
09/09/2020;15:09:20;alaska-&-square;WIN;4;Venda;80,00;0;80,00
10/09/2020;10:12:07;alaska-&-square;WIN;16;Venda;264,00;0;264,00
11/09/2020;10:06:01;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
11/09/2020;12:56:06;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
11/09/2020;16:40:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
14/09/2020;11:12:14;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
15/09/2020;10:09:01;alaska-&-square;WIN;4;Venda;80,00;0;80,00
15/09/2020;12:01:59;alaska-&-square;WIN;4;Venda;80,00;0;80,00
15/09/2020;16:05:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
16/09/2020;14:32:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
17/09/2020;10:05:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/09/2020;12:39:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
18/09/2020;16:06:13;alaska-&-square;WIN;16;Venda;264,00;0;264,00
21/09/2020;10:25:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
21/09/2020;15:34:06;alaska-&-square;WIN;4;Venda;80,00;0;80,00
22/09/2020;11:23:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
23/09/2020;14:11:02;alaska-&-square;WIN;4;Venda;80,00;0;80,00
24/09/2020;10:11:07;alaska-&-square;WIN;16;Venda;264,00;0;264,00
24/09/2020;13:22:07;alaska-&-square;WIN;16;Venda;264,00;0;264,00
24/09/2020;15:04:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
28/09/2020;16:02:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
29/09/2020;11:45:05;alaska-&-square;WIN;16;Venda;264,00;0;264,00
29/09/2020;16:50:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
30/09/2020;11:47:08;alaska-&-square;WIN;4;Venda;80,00;0;80,00
30/09/2020;13:40:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
30/09/2020;15:47:13;alaska-&-square;WIN;16;Venda;264,00;0;264,00
01/10/2020;12:08:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/10/2020;15:06:10;alaska-&-square;WIN;4;Venda;80,00;0;80,00
01/10/2020;16:26:08;alaska-&-square;WIN;16;Venda;-920,00;0;-920,00
02/10/2020;10:09:04;alaska-&-square;WIN;4;Venda;80,00;0;80,00
02/10/2020;11:25:08;alaska-&-square;WIN;16;Venda;264,00;0;264,00
02/10/2020;14:04:05;alaska-&-square;WIN;4;Venda;80,00;0;80,00
05/10/2020;10:42:14;alaska-&-square;WIN;16;Venda;264,00;0;264,00
